Title2,Title,Poem,first_line,line1,line2,line3,line4,line5,line6,line7
,SNOWBALL (Falling Up),"I made myself a snowball<br><br>
As perfect as could be.<br><br>
I thought I’d keep it as a pet<br><br>
And let it sleep with me.<br><br>
I made it some pajamas<br><br>
And a pillow for its head.<br><br>
Then last night it ran away,<br><br>
But first—it wet the bed.<br><br>",I made myself a snowball,I made myself a snowball.,It's pajamas were white as snow.,I let it sleep in the snow all day.,I made myself a snowball,As perfect as could be,I thought I'd keep it as a pet,And let it sleep with me.
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,",the beauty of forgetting,funny that it's about something so basic,"socks, how ironic you became a beautiful forgotful memory.","I remember I put on my socks,",the beauty of forgetting,funny that it's about something so basic,"socks, how ironic you became a beautiful forgotful memory."
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,",the beauty of forgetting,funny that it's about something so basic,"socks, how ironic you became a beautiful forgotful memory.","I remember I put on my socks,",the beauty of forgetting,funny that it's about something so basic,"socks, how ironic you became a beautiful forgotful memory."
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,",the beauty of forgetting,funny that it's about something so basic,"socks, how ironic you became a beautiful forgotful memory.",I want you on my team because,Really you are so creative and brilliant,Jk like... seriously...,Don‚Äôt take this the wrong way
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,",that were made for Christmas.,Patterned with Hollyhocks,That were beautiful and listless.,"my mother is  very strict,  not funny.",she gives me bread with honey,and gives me pocket money.,i love my mummy.
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,",that were made for Christmas.,Patterned with Hollyhocks,That were beautiful and listless.,I forgot to put in the socks,on the Christmas Gift Box,That I made for my toy fox,Beautiful in rocks
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,",that were made for Christmas.,Patterned with Hollyhocks,That were beautiful and listless.,"With mint sauce on each cheek,",two kebabs that are seekh.,Not keen on the chin,"so I hope you don't mind,"
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,","yesturday I remember i forgot,","I remember thinking of beautiful you,",and how you had forgotten your socks too!,socks in the box under the bed,forgotten in haste and hurry,beautiful socks sewn by grandma,but sewn with spaghetti
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,","yesturday I remember i forgot,","I remember thinking of beautiful you,",and how you had forgotten your socks too!,I sat with a cat in my lap.,This cat is having a nap.,"I wish she'd get off me,",I have to go ***.
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,","yesturday I remember i forgot,","I remember thinking of beautiful you,",and how you had forgotten your socks too!,I must try not to forget,especially when my mind is set,but I would always remember you,because that's what I do
,STONE AIRPLANE (Falling Up),"I made an airplane out of stone…<br><br>
I always did like staying home.<br><br>",I made an airplane out of stone‚Ä¶,It was so heavy it could never fly home,Though I tried real hard,It was never meant to roam,I‚Äôm turning into a potato in 3....2....1....,Potato potato,I like potatoes,Crumpled potato
,STONE AIRPLANE (Falling Up),"I made an airplane out of stone…<br><br>
I always did like staying home.<br><br>",I made an airplane out of stone‚Ä¶,It was so heavy it could never fly home,Though I tried real hard,It was never meant to roam,This very airplane made of stone,That I will never get to roam,I guess this is where it belongs,It will never have another home
,STONE AIRPLANE (Falling Up),"I made an airplane out of stone…<br><br>
I always did like staying home.<br><br>",I made an airplane out of stone‚Ä¶,It would not fly,No matter how hard I try,Si I just keep it at home,I have an airplane made of stone,But I always leave it in my home.,I guess I should have known,I can't fly a plane made of stone.
,STONE AIRPLANE (Falling Up),"I made an airplane out of stone…<br><br>
I always did like staying home.<br><br>",I made an airplane out of stone‚Ä¶,I flew an airplane into my home,I thew a stone at my home,Now my home is a stone,I made an airplane out of chocolate....,I flew an airplane into my home,I threw chocolate at my home,Now my home is chocolate
,STONE AIRPLANE (Falling Up),"I made an airplane out of stone…<br><br>
I always did like staying home.<br><br>",I made an airplane out of stone‚Ä¶,I flew an airplane into my home,I thew a stone at my home,Now my home is a stone,My stone home is hard,And my airplane made of stone,That is now inside my home,I will move into my car
,STONE AIRPLANE (Falling Up),"I made an airplane out of stone…<br><br>
I always did like staying home.<br><br>",I made an airplane out of stone‚Ä¶,I flew an airplane into my home,I thew a stone at my home,Now my home is a stone,The airplane became my home,A home made of stone,I like flying my home,My home that can skip like a stone
,THE ACROBATS (Where the Sidewalk Ends),"I’ll swing<br><br>
By my ankles,<br><br>
She’ll cling<br><br>
To your knees<br><br>
As you hang<br><br>
By your nose<br><br>
From a high-up<br><br>
Trapeze.<br><br>
But just one thing, please,<br><br>
Don’t sneeze.<br><br>",I‚Äôll swing,and catch you on the trapeze,"i wont drop you ,oh no",this feather boa made me sneeze!,Swinging is fun,I love the trapeze,But it's a little scary,When I'm going to sneeze!
,THE ACROBATS (Where the Sidewalk Ends),"I’ll swing<br><br>
By my ankles,<br><br>
She’ll cling<br><br>
To your knees<br><br>
As you hang<br><br>
By your nose<br><br>
From a high-up<br><br>
Trapeze.<br><br>
But just one thing, please,<br><br>
Don’t sneeze.<br><br>",I‚Äôll swing,and catch you on the trapeze,"i wont drop you ,oh no",this feather boa made me sneeze!,High and low on the swing,Until I hold you on the trapeze,The height makes me sneeze,But with you I am at ease!
,THE ACROBATS (Where the Sidewalk Ends),"I’ll swing<br><br>
By my ankles,<br><br>
She’ll cling<br><br>
To your knees<br><br>
As you hang<br><br>
By your nose<br><br>
From a high-up<br><br>
Trapeze.<br><br>
But just one thing, please,<br><br>
Don’t sneeze.<br><br>",I‚Äôll swing,like in a trapeze.,While I am sneezing.,I'll swing.,I'll swing,like ina trapeze.,While I am sneezing.,I'll swing
,THE ACROBATS (Where the Sidewalk Ends),"I’ll swing<br><br>
By my ankles,<br><br>
She’ll cling<br><br>
To your knees<br><br>
As you hang<br><br>
By your nose<br><br>
From a high-up<br><br>
Trapeze.<br><br>
But just one thing, please,<br><br>
Don’t sneeze.<br><br>",I‚Äôll swing,like in a trapeze.,While I am sneezing.,I'll swing.,Are wild and soaring,"And the big animals, softly snoring",With one eye open and the croc is crying,And the strong man might be dying
,THE ACROBATS (Where the Sidewalk Ends),"I’ll swing<br><br>
By my ankles,<br><br>
She’ll cling<br><br>
To your knees<br><br>
As you hang<br><br>
By your nose<br><br>
From a high-up<br><br>
Trapeze.<br><br>
But just one thing, please,<br><br>
Don’t sneeze.<br><br>",I‚Äôll swing,like in a trapeze.,While I am sneezing.,I'll swing.,on the trapeze,i take another sneeze,then i kept swing,on my trapeze
,THE ACROBATS (Where the Sidewalk Ends),"I’ll swing<br><br>
By my ankles,<br><br>
She’ll cling<br><br>
To your knees<br><br>
As you hang<br><br>
By your nose<br><br>
From a high-up<br><br>
Trapeze.<br><br>
But just one thing, please,<br><br>
Don’t sneeze.<br><br>",I‚Äôll swing,the trapeze arouud the bed,so you won't be fed,when you sneeze all over my head,i 'll swing,the trapeze around the bed,so you won't be fed,when you sneeze all over my head
,THE ACROBATS (Where the Sidewalk Ends),"I’ll swing<br><br>
By my ankles,<br><br>
She’ll cling<br><br>
To your knees<br><br>
As you hang<br><br>
By your nose<br><br>
From a high-up<br><br>
Trapeze.<br><br>
But just one thing, please,<br><br>
Don’t sneeze.<br><br>",I‚Äôll swing,the trapeze arouud the bed,so you won't be fed,when you sneeze all over my head,as i jumped from the trapeze,i felt my knees sneeze,that guys jacket was bling,so i got my fists and started to swing
,THE ACROBATS (Where the Sidewalk Ends),"I’ll swing<br><br>
By my ankles,<br><br>
She’ll cling<br><br>
To your knees<br><br>
As you hang<br><br>
By your nose<br><br>
From a high-up<br><br>
Trapeze.<br><br>
But just one thing, please,<br><br>
Don’t sneeze.<br><br>",I‚Äôll swing,the trapeze arouud the bed,so you won't be fed,when you sneeze all over my head,"Cookie Monster noms on all the cookies,",Snuffleupagus sounds like he just might have a cold...,"Piggy I'm all right with you,","No other Muppet pig will do,"
,THE EDGE OF THE WORLD (Where the Sidewalk Ends),"Columbus said the world is round?<br><br>
Don’t you believe a word of that.<br><br>
For I’ve been down to the edge of the world,<br><br>
Sat on the edge where the wild wind whirled,<br><br>
Peeked over the ledge where the blue smoke curls,<br><br>
And I can tell you, boys and girls,<br><br>
The world is FLAT!<br><br>",Columbus said the world is round?,other's wondered how this to be found.,some think the world is flat.,wondering when we will come to the edge of that.,"Regardless,though, the world is beautiful","whether round, flat or square",I'm in awe of it's beauty,on the edge of my chair.
,THE EDGE OF THE WORLD (Where the Sidewalk Ends),"Columbus said the world is round?<br><br>
Don’t you believe a word of that.<br><br>
For I’ve been down to the edge of the world,<br><br>
Sat on the edge where the wild wind whirled,<br><br>
Peeked over the ledge where the blue smoke curls,<br><br>
And I can tell you, boys and girls,<br><br>
The world is FLAT!<br><br>",Columbus said the world is round?,other's wondered how this to be found.,some think the world is flat.,wondering when we will come to the edge of that.,Dough,The bash left me with a very expensive to address rash,To the hospital we went after a drive by shooter's gun went bang,"Disastrous, Fourth in the emergency room line"
,THE EDGE OF THE WORLD (Where the Sidewalk Ends),"Columbus said the world is round?<br><br>
Don’t you believe a word of that.<br><br>
For I’ve been down to the edge of the world,<br><br>
Sat on the edge where the wild wind whirled,<br><br>
Peeked over the ledge where the blue smoke curls,<br><br>
And I can tell you, boys and girls,<br><br>
The world is FLAT!<br><br>",Columbus said the world is round?,other's wondered how this to be found.,some think the world is flat.,wondering when we will come to the edge of that.,But now we know that the world's true shape,"Is not flat at all, but more like a grape",And its edge only astronauts are able to see,Oh how interesting that visit must be!
,THE EDGE OF THE WORLD (Where the Sidewalk Ends),"Columbus said the world is round?<br><br>
Don’t you believe a word of that.<br><br>
For I’ve been down to the edge of the world,<br><br>
Sat on the edge where the wild wind whirled,<br><br>
Peeked over the ledge where the blue smoke curls,<br><br>
And I can tell you, boys and girls,<br><br>
The world is FLAT!<br><br>",Columbus said the world is round?,it has no edge its not like that,its like a ball it is not flat,"the world is  round like a bouncy ball,run and now tell them all!",columbus said the world is round?,it has no edge its not like that,its like a ball it is not flat,"the world is round like a bouncy ball,run and now tell them all!"
,THE EDGE OF THE WORLD (Where the Sidewalk Ends),"Columbus said the world is round?<br><br>
Don’t you believe a word of that.<br><br>
For I’ve been down to the edge of the world,<br><br>
Sat on the edge where the wild wind whirled,<br><br>
Peeked over the ledge where the blue smoke curls,<br><br>
And I can tell you, boys and girls,<br><br>
The world is FLAT!<br><br>",Columbus said the world is round?,it has no edge its not like that,its like a ball it is not flat,"the world is  round like a bouncy ball,run and now tell them all!",tell them all there is much to see in this world,no edge to worry about,Its not flat you can go round and round,your adventures will never end.
,THE EDGE OF THE WORLD (Where the Sidewalk Ends),"Columbus said the world is round?<br><br>
Don’t you believe a word of that.<br><br>
For I’ve been down to the edge of the world,<br><br>
Sat on the edge where the wild wind whirled,<br><br>
Peeked over the ledge where the blue smoke curls,<br><br>
And I can tell you, boys and girls,<br><br>
The world is FLAT!<br><br>",Columbus said the world is round?,it has no edge its not like that,its like a ball it is not flat,"the world is  round like a bouncy ball,run and now tell them all!",Columbus said the world is round?,it has no edge its not like that,its like a ball it is not flat,"the world is round like a bounchy ball,run and now tell them all!"
,THE EDGE OF THE WORLD (Where the Sidewalk Ends),"Columbus said the world is round?<br><br>
Don’t you believe a word of that.<br><br>
For I’ve been down to the edge of the world,<br><br>
Sat on the edge where the wild wind whirled,<br><br>
Peeked over the ledge where the blue smoke curls,<br><br>
And I can tell you, boys and girls,<br><br>
The world is FLAT!<br><br>",Columbus said the world is round?,But peopple thought is was flat.,"To believe him you're a clown,",So off he went - and that was that!,peg went to the world end,and stand upon the edge of human control,from the robots who would civilize,"but we drank and drunk, and smashed those robot flat"
,THE EDGE OF THE WORLD (Where the Sidewalk Ends),"Columbus said the world is round?<br><br>
Don’t you believe a word of that.<br><br>
For I’ve been down to the edge of the world,<br><br>
Sat on the edge where the wild wind whirled,<br><br>
Peeked over the ledge where the blue smoke curls,<br><br>
And I can tell you, boys and girls,<br><br>
The world is FLAT!<br><br>",Columbus said the world is round?,But peopple thought is was flat.,"To believe him you're a clown,",So off he went - and that was that!,Columbus said the world is round?,But peopple thought is was flat.,"To believe him you're a clown,",So off he went - and that was that!
,THE EDGE OF THE WORLD (Where the Sidewalk Ends),"Columbus said the world is round?<br><br>
Don’t you believe a word of that.<br><br>
For I’ve been down to the edge of the world,<br><br>
Sat on the edge where the wild wind whirled,<br><br>
Peeked over the ledge where the blue smoke curls,<br><br>
And I can tell you, boys and girls,<br><br>
The world is FLAT!<br><br>",Columbus said the world is round?,But peopple thought is was flat.,"To believe him you're a clown,",So off he went - and that was that!,So arount the world columbus sailed,Just to prove his word was true,There is no danger of falling off the edge he wailed,"For the world is not flat, my journey proves!"
,THE FOURTH (Where the Sidewalk Ends),"Oh<br><br>
CRASH!<br><br>
my<br><br>
BASH!<br><br>
it’s<br><br>
BANG<br><br>
the<br><br>
ZANG!<br><br>
Fourth<br><br>
WHOOSH!<br><br>
of<br><br>
BAROOM!<br><br>
July<br><br>
WHEW!<br><br>",Oh,"its my birthday ,its the fourth",i bash and bang on your front door,"oh ,oh oh,you say i forgot it was your birthday.","""come inside, you say ""and let's make a plan!""","""No need to Bang; No need to Bash!""","""I'll treat you to the movies to see Star Wars!""",May the fourth be with YOU!
,THE FOURTH (Where the Sidewalk Ends),"Oh<br><br>
CRASH!<br><br>
my<br><br>
BASH!<br><br>
it’s<br><br>
BANG<br><br>
the<br><br>
ZANG!<br><br>
Fourth<br><br>
WHOOSH!<br><br>
of<br><br>
BAROOM!<br><br>
July<br><br>
WHEW!<br><br>",Oh,What a bash we had,With fireworks that went bang.,"Sweet, Fourth of July.",Dough,The bash left me with a very expensive to address rash,To the hospital we went after a drive by shooter's gun went bang,"Disastrous, Fourth in the emergency room line"
,THE FOURTH (Where the Sidewalk Ends),"Oh<br><br>
CRASH!<br><br>
my<br><br>
BASH!<br><br>
it’s<br><br>
BANG<br><br>
the<br><br>
ZANG!<br><br>
Fourth<br><br>
WHOOSH!<br><br>
of<br><br>
BAROOM!<br><br>
July<br><br>
WHEW!<br><br>",Oh,bash the dumb donkey,and let's bang,on the fourth of july as now is the time to show our balls,we will bash,we will bang,on the fourth of july,we will make them all sang
,THE FOURTH (Where the Sidewalk Ends),"Oh<br><br>
CRASH!<br><br>
my<br><br>
BASH!<br><br>
it’s<br><br>
BANG<br><br>
the<br><br>
ZANG!<br><br>
Fourth<br><br>
WHOOSH!<br><br>
of<br><br>
BAROOM!<br><br>
July<br><br>
WHEW!<br><br>",Oh,bash the dumb donkey,and let's bang,on the fourth of july as now is the time to show our balls,Fools! For I also had my hour;,One far fierce hour and sweet:,"There was a shout about my ears,",And palms before my feet.
,THE FOURTH (Where the Sidewalk Ends),"Oh<br><br>
CRASH!<br><br>
my<br><br>
BASH!<br><br>
it’s<br><br>
BANG<br><br>
the<br><br>
ZANG!<br><br>
Fourth<br><br>
WHOOSH!<br><br>
of<br><br>
BAROOM!<br><br>
July<br><br>
WHEW!<br><br>",Oh,bash the dumb donkey,and let's bang,on the fourth of july as now is the time to show our balls,No fouth of july for you,With your lose morals,Bang and Bash,Into the lake of fire
,THE PLANET OF MARS (Where the Sidewalk Ends),"On the planet of Mars<br><br>
They have clothes just like ours,<br><br>
And they have the same shoes and same laces,<br><br>
And they have the same charms and same graces,<br><br>
And they have the same heads and same faces…<br><br>
But not in the<br><br>
Very same<br><br>
Places.<br><br>",On the planet of Mars,There are many faces,And on the planet of mars,You will find shoe laces,"There are no cars, bars or bazaars on the planet Mars",Even as our planet races to add faces,Magical superstars try incantations using perpendicular laces,"Yet, I still can't find what I want on the planet Mars"
,THE PLANET OF MARS (Where the Sidewalk Ends),"On the planet of Mars<br><br>
They have clothes just like ours,<br><br>
And they have the same shoes and same laces,<br><br>
And they have the same charms and same graces,<br><br>
And they have the same heads and same faces…<br><br>
But not in the<br><br>
Very same<br><br>
Places.<br><br>",On the planet of Mars,There are many faces,And on the planet of mars,You will find shoe laces,I dreamt I went to Mars,Woke up to all new faces,All was going well but then,I tripped my on shoe laces
,THE PLANET OF MARS (Where the Sidewalk Ends),"On the planet of Mars<br><br>
They have clothes just like ours,<br><br>
And they have the same shoes and same laces,<br><br>
And they have the same charms and same graces,<br><br>
And they have the same heads and same faces…<br><br>
But not in the<br><br>
Very same<br><br>
Places.<br><br>",On the planet of Mars,a martian tripped over his laces,on the planet of mars,and brightened the astronauts' faces,"So tell me dear, am I everything you want?",I know that everyone has their faults..,But have you decided to look beyond mine?,Can you see the love shielded behind my eyes?
,THE PLANET OF MARS (Where the Sidewalk Ends),"On the planet of Mars<br><br>
They have clothes just like ours,<br><br>
And they have the same shoes and same laces,<br><br>
And they have the same charms and same graces,<br><br>
And they have the same heads and same faces…<br><br>
But not in the<br><br>
Very same<br><br>
Places.<br><br>",On the planet of Mars,Live men who wore shoes without laces,They had heads without faces,These curious folks who live on Mars,The people of many faces,childhood is funny.,Landing on Mars,Old shoes without laces.
,THE PLANET OF MARS (Where the Sidewalk Ends),"On the planet of Mars<br><br>
They have clothes just like ours,<br><br>
And they have the same shoes and same laces,<br><br>
And they have the same charms and same graces,<br><br>
And they have the same heads and same faces…<br><br>
But not in the<br><br>
Very same<br><br>
Places.<br><br>",On the planet of Mars,Live men who wore shoes without laces,They had heads without faces,These curious folks who live on Mars,These martians have faces with laces,"if you ask them to untie them, you'll see",the men's tongues and their braces,what a weird place Mars is to be
,THE PLANET OF MARS (Where the Sidewalk Ends),"On the planet of Mars<br><br>
They have clothes just like ours,<br><br>
And they have the same shoes and same laces,<br><br>
And they have the same charms and same graces,<br><br>
And they have the same heads and same faces…<br><br>
But not in the<br><br>
Very same<br><br>
Places.<br><br>",On the planet of Mars,Live men who wore shoes without laces,They had heads without faces,These curious folks who live on Mars,Mortal men that flew among the stars,I wonder why they hid their faces?,Did they leave Earth before getting braces?,Did they always trip over their laces?
,THE WORST (Where the Sidewalk Ends),"When singing songs of scariness,<br><br>
Of bloodiness and hairyness,<br><br>
I feel obligated at this moment to remind you<br><br>
Of the most ferocious beat of all:<br><br>
Three thousand pounds and nine feet tall—<br><br>
The Glurpy Slurpy Skakagrall—<br><br>
Who’s standing right behind you.<br><br>","When singing songs of scariness,","don't be scared of the beast,","even though its ferocious,",it loves a vegetable feast,so fear not because it's ferocious,the beast likes to dance,his scariness is just an act,play twinkle twinkle and watch how he will prance
,THE WORST (Where the Sidewalk Ends),"When singing songs of scariness,<br><br>
Of bloodiness and hairyness,<br><br>
I feel obligated at this moment to remind you<br><br>
Of the most ferocious beat of all:<br><br>
Three thousand pounds and nine feet tall—<br><br>
The Glurpy Slurpy Skakagrall—<br><br>
Who’s standing right behind you.<br><br>","When singing songs of scariness,","don't be scared of the beast,","even though its ferocious,",it loves a vegetable feast,The beast is but a teddy bear,"With fluffy, brown, adorable hair",Even though ferocious he seems,His scariness is just a bad steam
,THE WORST (Where the Sidewalk Ends),"When singing songs of scariness,<br><br>
Of bloodiness and hairyness,<br><br>
I feel obligated at this moment to remind you<br><br>
Of the most ferocious beat of all:<br><br>
Three thousand pounds and nine feet tall—<br><br>
The Glurpy Slurpy Skakagrall—<br><br>
Who’s standing right behind you.<br><br>","When singing songs of scariness,","don't be scared of the beast,","even though its ferocious,",it loves a vegetable feast,You must be a main character,Everything about you is art,Diamond heart!!!,True fact...girls ****.
,THE WORST (Where the Sidewalk Ends),"When singing songs of scariness,<br><br>
Of bloodiness and hairyness,<br><br>
I feel obligated at this moment to remind you<br><br>
Of the most ferocious beat of all:<br><br>
Three thousand pounds and nine feet tall—<br><br>
The Glurpy Slurpy Skakagrall—<br><br>
Who’s standing right behind you.<br><br>","When singing songs of scariness,",Do not forget the ferocious beast,He lurks in rooms of emptiness,and eats a pantry feast,"When singing songs of scariness,",Do not forget the ferocious beast,He lurks in rooms of emptiness,and eats a pantry feast
,THE WORST (Where the Sidewalk Ends),"When singing songs of scariness,<br><br>
Of bloodiness and hairyness,<br><br>
I feel obligated at this moment to remind you<br><br>
Of the most ferocious beat of all:<br><br>
Three thousand pounds and nine feet tall—<br><br>
The Glurpy Slurpy Skakagrall—<br><br>
Who’s standing right behind you.<br><br>","When singing songs of scariness,",Do not forget the ferocious beast,He lurks in rooms of emptiness,and eats a pantry feast,"When singing songs of scariness,",Do not forget the ferocious beast,He lurks in rooms of emptiness,and eats a pantry feast
,THE WORST (Where the Sidewalk Ends),"When singing songs of scariness,<br><br>
Of bloodiness and hairyness,<br><br>
I feel obligated at this moment to remind you<br><br>
Of the most ferocious beat of all:<br><br>
Three thousand pounds and nine feet tall—<br><br>
The Glurpy Slurpy Skakagrall—<br><br>
Who’s standing right behind you.<br><br>","When singing songs of scariness,",Do not forget the ferocious beast,He lurks in rooms of emptiness,and eats a pantry feast,I‚Äôm your biggest fan.,Oooooooo ohhhh ahhoo oooo,Your sunshine with sushi,If my life was a movie
,UNDERFACE (Every Thing On It),"Underneath my outside face<br><br>
There’s a face that none can see.<br><br>
A little less smiley,<br><br>
A little less sure,<br><br>
But a whole lot more like me.<br><br>",Underneath my outside face,Sniley underneath it all,is a sad reminder,of just who you really are,Is a sad reminder,Underneath my outside face,Sniley underneath it all,Is a sad reminder
,UNDERFACE (Every Thing On It),"Underneath my outside face<br><br>
There’s a face that none can see.<br><br>
A little less smiley,<br><br>
A little less sure,<br><br>
But a whole lot more like me.<br><br>",Underneath my outside face,Sniley underneath it all,is a sad reminder,of just who you really are,underneath my outside face,sniley underneath it all,is a sad reminder,of just who you really are
,UNDERFACE (Every Thing On It),"Underneath my outside face<br><br>
There’s a face that none can see.<br><br>
A little less smiley,<br><br>
A little less sure,<br><br>
But a whole lot more like me.<br><br>",Underneath my outside face,Lies a frown,"Smiley child, always smiling",I never want to let them down,This mask upon my face,smiles every single day,underneath the smiley mask,is a sad sad child whose happiness flew away.
,UNDERFACE (Every Thing On It),"Underneath my outside face<br><br>
There’s a face that none can see.<br><br>
A little less smiley,<br><br>
A little less sure,<br><br>
But a whole lot more like me.<br><br>",Underneath my outside face,Lies a frown,"Smiley child, always smiling",I never want to let them down,So much pressure,I desperately need a refresher,Underneath my outside face,Lies a child with no place
,UNDERFACE (Every Thing On It),"Underneath my outside face<br><br>
There’s a face that none can see.<br><br>
A little less smiley,<br><br>
A little less sure,<br><br>
But a whole lot more like me.<br><br>",Underneath my outside face,Lies a frown,"Smiley child, always smiling",I never want to let them down,"Piggy I'm all right with you,","No other Muppet pig will do,","MRS. PIGGY-there's never a wish better than this,",When you've got a hundred Muppet Tears TO GIVE...
,UNDERFACE (Every Thing On It),"Underneath my outside face<br><br>
There’s a face that none can see.<br><br>
A little less smiley,<br><br>
A little less sure,<br><br>
But a whole lot more like me.<br><br>",Underneath my outside face,there is no smiley face,underneath all time and space,there is only sadness to be traced.,underneath my outside face,there is no smiley face,underneath all time and space,there is only sadness to be traced.
,UNDERFACE (Every Thing On It),"Underneath my outside face<br><br>
There’s a face that none can see.<br><br>
A little less smiley,<br><br>
A little less sure,<br><br>
But a whole lot more like me.<br><br>",Underneath my outside face,there is no smiley face,underneath all time and space,there is only sadness to be traced.,where did my smiley go,is it underneath this sad,maybe my face can tell,where the smiley went
,UNDERFACE (Every Thing On It),"Underneath my outside face<br><br>
There’s a face that none can see.<br><br>
A little less smiley,<br><br>
A little less sure,<br><br>
But a whole lot more like me.<br><br>",Underneath my outside face,there is no smiley face,underneath all time and space,there is only sadness to be traced.,Underneath my smiling face,"All there is, is nothingness",Underneath my mask,is the sadness of my innerness
,WARNING (Where the Sidewalk Ends),"Inside everybody’s nose<br><br>
There lives a sharp-toothed snail.<br><br>
So if you stick your finger in,<br><br>
He may bite off your nail.<br><br>
Stick it farther up inside,<br><br>
And he may bite your ring off.<br><br>
Stick it all the way, and he<br><br>
May bite the whole darn thing off.<br><br>",Inside everybody‚Äôs nose,It crushes and grinds food,Up and down grinding and crushing,It's crystal clear accessory,Potato potato!,I want you on my team because,Really you are so creative and brilliant!,"Hey!!! Hey, it‚Äôs ok."
,WARNING (Where the Sidewalk Ends),"Inside everybody’s nose<br><br>
There lives a sharp-toothed snail.<br><br>
So if you stick your finger in,<br><br>
He may bite off your nail.<br><br>
Stick it farther up inside,<br><br>
And he may bite your ring off.<br><br>
Stick it all the way, and he<br><br>
May bite the whole darn thing off.<br><br>",Inside everybody‚Äôs nose,It crushes and grinds food,Up and down grinding and crushing,It's crystal clear accessory,Hard as a twisted nail,"It bite, bite, bites",sharp-toothed and serene,until the heart stops its beat.
,WARNING (Where the Sidewalk Ends),"Inside everybody’s nose<br><br>
There lives a sharp-toothed snail.<br><br>
So if you stick your finger in,<br><br>
He may bite off your nail.<br><br>
Stick it farther up inside,<br><br>
And he may bite your ring off.<br><br>
Stick it all the way, and he<br><br>
May bite the whole darn thing off.<br><br>",Inside everybody‚Äôs nose,"theres a mouth underneath,",inside there lies a tool to bite your nail,the sharp-toothed teeth never fail,this is a story no tale,the mouth is underneath the nose,inside there lies a tool to bite your nail,the sharped-tooth teeth never fail
