Title2,Title,Poem,first_line,line1,line2,line3,line4,line5,line6,line7
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",I sleep during the DAY.,"If I have a nightmare,",It's best to stay away.,"I never have nightmares,",I sleep during the DAY.,"If I have a nightmare,",It's best to stay away.
,MY ZOOOTCH (Every Thing On It),"I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,",I sleep during the DAY.,"If I have a nightmare,",It's best to stay away.,nightmares,night terrors,i fear the end is near,sleep paralisis jesus i trust so i rock this crucifix
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,Underneath the microscrope,and even though my mom said nope,"I quickly ate it, it was dope","My mom was right, there is no hope",The cantalope was filled with soap,She tried to pull it with a rope,I died on soapy cantalope
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,Underneath the microscrope,and even though my mom said nope,"I quickly ate it, it was dope",At the store I bought another cantaloupe.,This time I knew what would be dope!,"I placed the rind underneath the microscope,",It was not as cool as I would hope.
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,Underneath the microscrope,and even though my mom said nope,"I quickly ate it, it was dope",We glued our eyes to the microscope,couldn't believe we saw a cantelope,and it was hanging from a long rope,could we reach it? the answer is nope
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,the cantaloupe move to the edge,there is my aunt with a microscope,trying to tell me that is a veg,"All I could give her was a big ""nope""",But she swore it like a pledge,I really hate to break her hope,So I offered her a wedge
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,the cantaloupe move to the edge,there is my aunt with a microscope,trying to tell me that is a veg,I thought of something funny,while talking to my dad,if I was a nanny,I would surely be dead
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,under the microscope to take a quick peek.,"Looking for the secret to the cantaloupe's sweetness, but nope,","Its sweetness secrets I could not find, which makes me mope.",as soon as i hit the door,i knew it was ment to be,i followed the path and found what i need,jumping for glee i saw it was me
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,under the microscope to take a quick peek.,"Looking for the secret to the cantaloupe's sweetness, but nope,","Its sweetness secrets I could not find, which makes me mope.","Nope, I can't see the cantaloupe",I've searched high and low,Maybe if I use the microscope,Because I know it's bigger than my toe
,NOPE (Falling Up),"I put a piece of cantaloupe<br><br>
Underneath the microscope,<br><br>
I saw a million strange things sleepin’,<br><br>
I saw a zillion weird things creepin’,<br><br>
I saw some green things twist and bend—<br><br>
I won’t eat cantaloupe again.<br><br>",I put a piece of cantaloupe,under the microscope to take a quick peek.,"Looking for the secret to the cantaloupe's sweetness, but nope,","Its sweetness secrets I could not find, which makes me mope.",my nose filled with the cantaloupe,Dang man now I'm a dope,My life seems in a microscope,"I'm done man, I'm like nope"
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.",Instruments Santa didn't bring,Jiggle your belly like a bowl full of jelly,"Music, joy, laughter, and sing","HAPPY DUCK, HAPPY DUCK",HOW MANY KIDS HAVE YOU,TWO,HAVE A GOOD DAY
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.",Instruments Santa didn't bring,Jiggle your belly like a bowl full of jelly,"Music, joy, laughter, and sing",Make your own music from your belly and heart,The only instruments you need to be free,This causes happiness to make a start,And grow inside of you and me
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.",Instruments Santa didn't bring,Jiggle your belly like a bowl full of jelly,"Music, joy, laughter, and sing",Like the hunger you feel in a deli.,And the delight of golden ring.,Don't get sweat and get all smelly.,Just dance like it's the beginning of spring.
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.",So I haven't got a horn-I'll play my nose,So we haven't any cymbals-,We'll just slap our hands together,And though there may be orchestras,That sound a little better,With their fancy shiny instruments,That cost an awful lot-
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.",So I haven't got a horn-I'll play my nose,So we haven't any cymbals-,We'll just slap our hands together,I love to hear the happy instruments,It makes my body shake especially in my belly,The music makes me feel the stimulants,"Look, feel me fully, on my toast I put jelly"
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.",So I haven't got a horn-I'll play my nose,So we haven't any cymbals-,We'll just slap our hands together,Music we will make.,Instruments we don't need.,"Belly for drum, for music sake.",All that's left is to do the deed.
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.",the beat of the music needs to be good,big belly instrument is getting recognition on the telly,just like it should,So if your big belly drum is stiff of like jelly,May be your only shot at hollywood,"Just beat your belly, unashamed if it's smelly",Get recognized in the hood
,OURCHESTRA (Where the Sidewalk Ends),"So you haven’t got a drum, just beat your belly.<br><br>
So I haven’t got a horn—I’ll play my nose.<br><br>
So we haven’t any cymbals—<br><br>
We’ll just slap our hands together,<br><br>
And though there may be orchestras<br><br>
That sound a little better<br><br>
With their fancy shiny instruments<br><br>
That cost an awful lot—<br><br>
Hey, we’re making music twice as good<br><br>
By playing what we’ve got!<br><br>","So you haven‚Äôt got a drum, just beat your belly.",the beat of the music needs to be good,big belly instrument is getting recognition on the telly,just like it should,Slap! Slap! on the goes the hands on the belly,making only the melon like thump the instruments could,I asked the man the name O'kelly who taught him to play belly?,and he answered the Filangie Woods.
,PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,",Sweet and piping hot?,"Good little Grace looks up and says,","""I'll take the one on top.""",I flip two pancakes off the griddle,Grace covers it with maple syrup sweet,With butter stuffed in the middle,And she beats a hasty retreat
,PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,",Sweet and piping hot?,"Good little Grace looks up and says,","""I'll take the one on top.""",That's a sweet little pancake little Grace,Do you think i could have one too?,Straight off the griddle and before my face,twas sweetness through and through
,PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,",Sweet and piping hot?,"Good little Grace looks up and says,","""I'll take the one on top.""","""I want the one in the middle""",Yelled Charlie who was stuck in his seat,Theres more on the griddle,Theres enough for us all to eat
,PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,",The griddle is hot,Sweet yummy pancakes,Buttery goodness in the pot.,Come all to eat your pancakes,The gridddle is now cool,I set the table with pancakes,The sweet syrup will make you drool
,PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,",The griddle is hot,Sweet yummy pancakes,Buttery goodness in the pot.,"Oh no, i burnt it",the pancake is not sweet,I couldn't find an oven mitt,to take the girdle off the heat
,PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,",The griddle is hot,Sweet yummy pancakes,Buttery goodness in the pot.,We sit down at the table,plate full and warm,happier than characters in a fable,"sweeter than honey, bees come in a swarm"
,PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,",All Syrupy and Sweet?,"Stir the batter, give it a shake","Brown and Flip, now isn't that neat.","Sometimes I swet pancakes,",sometimes on the stove,"sometimes on the griddle,",but never on the Commode
,PANCAKE? (Where the Sidewalk Ends),"Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,",All Syrupy and Sweet?,"Stir the batter, give it a shake","Brown and Flip, now isn't that neat.",Where can I get a pancake?,"It's time for something sweet,","Warm the griddle, let's bake",Now we eat!
,PUT SOMETHING IN (A Light in the Attic),"Draw a crazy picture,<br><br>
Write a nutty poem,<br><br>
Sing a mumble-gumble song,<br><br>
Whistle through your comb.<br><br>
Do a loony-goony dance<br><br>
‘Cross the kitchen floor,<br><br>
Put something silly in the world<br><br>
That ain’t been there before.<br><br>","Draw a crazy picture,",With lines of grass and loam,Then add a drop of tincture,To complete your silly poem,under the sky an azure,how fun it is to roam,and write poems in leisure,and silly pictures in Orem
,PUT SOMETHING IN (A Light in the Attic),"Draw a crazy picture,<br><br>
Write a nutty poem,<br><br>
Sing a mumble-gumble song,<br><br>
Whistle through your comb.<br><br>
Do a loony-goony dance<br><br>
‘Cross the kitchen floor,<br><br>
Put something silly in the world<br><br>
That ain’t been there before.<br><br>","Draw a crazy picture,",Silly as can be.,"Draw a crazy picture,",Write a poem just for me.,then we will read the poem out loud silly,and you will know my picture,cuz its by your best friend Billy,who's name is also on the poem and that silly picture
,PUT SOMETHING IN (A Light in the Attic),"Draw a crazy picture,<br><br>
Write a nutty poem,<br><br>
Sing a mumble-gumble song,<br><br>
Whistle through your comb.<br><br>
Do a loony-goony dance<br><br>
‘Cross the kitchen floor,<br><br>
Put something silly in the world<br><br>
That ain’t been there before.<br><br>","Draw a crazy picture,",Silly as can be.,"Draw a crazy picture,",Write a poem just for me.,BE HAPPY ALWAYS,HAPPY KIDS ARE SMART,HAPPY IS ALWAYS SWEET,HAPPY IS INJURIOUS TO HEALTH
,PUT SOMETHING IN (A Light in the Attic),"Draw a crazy picture,<br><br>
Write a nutty poem,<br><br>
Sing a mumble-gumble song,<br><br>
Whistle through your comb.<br><br>
Do a loony-goony dance<br><br>
‘Cross the kitchen floor,<br><br>
Put something silly in the world<br><br>
That ain’t been there before.<br><br>","Draw a crazy picture,",Silly as can be.,"Draw a crazy picture,",Write a poem just for me.,A poem that is silly,With the picture it goes,What is this picture really?,Nobody really knows.
,PUT SOMETHING IN (A Light in the Attic),"Draw a crazy picture,<br><br>
Write a nutty poem,<br><br>
Sing a mumble-gumble song,<br><br>
Whistle through your comb.<br><br>
Do a loony-goony dance<br><br>
‘Cross the kitchen floor,<br><br>
Put something silly in the world<br><br>
That ain’t been there before.<br><br>","Draw a crazy picture,","Write a nutty poem,","Sing a mumble-gumble song,",Whistle through your comb.,Let your poem move mountains,As the silly dully,Message covered in picture curtains,Crowd entertained fully
,PUT SOMETHING IN (A Light in the Attic),"Draw a crazy picture,<br><br>
Write a nutty poem,<br><br>
Sing a mumble-gumble song,<br><br>
Whistle through your comb.<br><br>
Do a loony-goony dance<br><br>
‘Cross the kitchen floor,<br><br>
Put something silly in the world<br><br>
That ain’t been there before.<br><br>","Draw a crazy picture,","Write a nutty poem,","Sing a mumble-gumble song,",Whistle through your comb.,Go ahead and be silly.,Life is just a picture.,"Bring Susan, Joe, and Billy.",It's better with a mixture.
,PUT SOMETHING IN (A Light in the Attic),"Draw a crazy picture,<br><br>
Write a nutty poem,<br><br>
Sing a mumble-gumble song,<br><br>
Whistle through your comb.<br><br>
Do a loony-goony dance<br><br>
‘Cross the kitchen floor,<br><br>
Put something silly in the world<br><br>
That ain’t been there before.<br><br>","Draw a crazy picture,","Write a nutty poem,","Sing a mumble-gumble song,",Whistle through your comb.,Silly Sally went up to play,I called her,She said,Another day
,RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, “Don’t eat with your fingers.”<br><br>
“OK,” said Ridiculous Rose,<br><br>
So she ate with her toes.<br><br>","Her mama said, ‚ÄúDon‚Äôt eat with your fingers.‚Äù","Discolored from berries, they are now colored rose","But if not with my fingers, the answer are ringers",Because now i can simply eat with my toes.,My toes grasped berry after berry,My fingers were still colored rose,The feast made me feel merry,From my feet to the tip of my nose
,RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, “Don’t eat with your fingers.”<br><br>
“OK,” said Ridiculous Rose,<br><br>
So she ate with her toes.<br><br>","Her mama said, ‚ÄúDon‚Äôt eat with your fingers.‚Äù","She replied ""I can't eat with my toes.""","Mama said, ""You'll find garlic lingers","And you no longer smell like a rose.""","Her mama said, ""Toes know(s) but, fingers are a makin'""","She replied ""You better get the hose","Mama said, ""You're not the best at bakin","This place is gonna smell the opposite of a rose."""
,RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, “Don’t eat with your fingers.”<br><br>
“OK,” said Ridiculous Rose,<br><br>
So she ate with her toes.<br><br>","Her mama said, ‚ÄúDon‚Äôt eat with your fingers.‚Äù","She replied ""I can't eat with my toes.""","Mama said, ""You'll find garlic lingers","And you no longer smell like a rose.""",If you are teenagers,And eat the food potatoes,If you be a learner,Every time to tones
,RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, “Don’t eat with your fingers.”<br><br>
“OK,” said Ridiculous Rose,<br><br>
So she ate with her toes.<br><br>","Her mama said, ‚ÄúDon‚Äôt eat with your fingers.‚Äù","She replied ""I can't eat with my toes.""","Mama said, ""You'll find garlic lingers","And you no longer smell like a rose.""",it was hard to reach all those ringers,maybe I should reach with my toes.,"All i have is funny fingers,",well at least they smell like a rose.
,RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, “Don’t eat with your fingers.”<br><br>
“OK,” said Ridiculous Rose,<br><br>
So she ate with her toes.<br><br>","Her mama said, ‚ÄúDon‚Äôt eat with your fingers.‚Äù",her mama said don't eat with your toes,"or one day they will end up red, like a very funny singer",that or a freshly planted rose,"Her mama said, ""You can't smell with your toes.""","Her mama said, ""You can't smell with your fingers.""",There is only one way to smell this rose,And with me the answer lingers.
,RIDICULOUS ROSE (Where the Sidewalk Ends),"Her mama said, “Don’t eat with your fingers.”<br><br>
“OK,” said Ridiculous Rose,<br><br>
So she ate with her toes.<br><br>","Her mama said, ‚ÄúDon‚Äôt eat with your fingers.‚Äù",her mama said don't eat with your toes,"or one day they will end up red, like a very funny singer",that or a freshly planted rose,Eating with fingers or toes would not be a bother,If she could end up looking like a rose.,"But when she tried it, her mama poked her",And now she has a Rudolph nose.
,SCALE (Falling Up),"If I could only see the scale,<br><br>
I’m sure that it would state<br><br>
That I’ve lost ounces… maybe pounds<br><br>
Or even tons of weight.<br><br>
“You’d better eat some pancakes—<br><br>
You’re skinny as a rail.”<br><br>
I’m sure that’s what the scale would say…<br><br>
If I could see the scale.<br><br>","If I could only see the scale,",after feeling the weight of my body,watch the pounds fall like hail,then jeff might truly be sorry,"For it's the number on the scale,",the pounds of my plump flesh,which will weigh if I pass or fail,the love of my heart's test.
,SCALE (Falling Up),"If I could only see the scale,<br><br>
I’m sure that it would state<br><br>
That I’ve lost ounces… maybe pounds<br><br>
Or even tons of weight.<br><br>
“You’d better eat some pancakes—<br><br>
You’re skinny as a rail.”<br><br>
I’m sure that’s what the scale would say…<br><br>
If I could see the scale.<br><br>","If I could only see the scale,",after feeling the weight of my body,watch the pounds fall like hail,then jeff might truly be sorry,The scale is not my friend,It makes me want to hate,The pounds never end,I can't stand my weight
,SCALE (Falling Up),"If I could only see the scale,<br><br>
I’m sure that it would state<br><br>
That I’ve lost ounces… maybe pounds<br><br>
Or even tons of weight.<br><br>
“You’d better eat some pancakes—<br><br>
You’re skinny as a rail.”<br><br>
I’m sure that’s what the scale would say…<br><br>
If I could see the scale.<br><br>","If I could only see the scale,",after feeling the weight of my body,watch the pounds fall like hail,then jeff might truly be sorry,my scale emits strange sounds,my weight goes the roof,I constantly gain pounds,I always always goof
,SCALE (Falling Up),"If I could only see the scale,<br><br>
I’m sure that it would state<br><br>
That I’ve lost ounces… maybe pounds<br><br>
Or even tons of weight.<br><br>
“You’d better eat some pancakes—<br><br>
You’re skinny as a rail.”<br><br>
I’m sure that’s what the scale would say…<br><br>
If I could see the scale.<br><br>","If I could only see the scale,","A testament to my lost weight,","All I have done is try and fail,",How much longer must I wait?,If i could lose a bit more weight,and the pounds would melt away,the scale I would no longer hate,and i would be happier today
,SCALE (Falling Up),"If I could only see the scale,<br><br>
I’m sure that it would state<br><br>
That I’ve lost ounces… maybe pounds<br><br>
Or even tons of weight.<br><br>
“You’d better eat some pancakes—<br><br>
You’re skinny as a rail.”<br><br>
I’m sure that’s what the scale would say…<br><br>
If I could see the scale.<br><br>","If I could only see the scale,","A testament to my lost weight,","All I have done is try and fail,",How much longer must I wait?,"Eating out everyday,","The scale keeps increasing,",Keeping the pounds off is harder than molding clay,Should I start a green juice cleansing?
,SCALE (Falling Up),"If I could only see the scale,<br><br>
I’m sure that it would state<br><br>
That I’ve lost ounces… maybe pounds<br><br>
Or even tons of weight.<br><br>
“You’d better eat some pancakes—<br><br>
You’re skinny as a rail.”<br><br>
I’m sure that’s what the scale would say…<br><br>
If I could see the scale.<br><br>","If I could only see the scale,","A testament to my lost weight,","All I have done is try and fail,",How much longer must I wait?,"Without the scale my sadness brews,","My weight starts growing at an unprecedented rate,","It seems the pounds I'm unable to lose,",Will pave my way to death's gate.
,SCALE (Falling Up),"If I could only see the scale,<br><br>
I’m sure that it would state<br><br>
That I’ve lost ounces… maybe pounds<br><br>
Or even tons of weight.<br><br>
“You’d better eat some pancakes—<br><br>
You’re skinny as a rail.”<br><br>
I’m sure that’s what the scale would say…<br><br>
If I could see the scale.<br><br>","If I could only see the scale,",That show my pounds in weight,Instead I see a beach-ed whale,With too much on her plate,I want the pounds to go away!,"The scale to be my friend,","and when i see that beautiful day,",Ill love myself til the end.
,SNOWBALL (Falling Up),"I made myself a snowball<br><br>
As perfect as could be.<br><br>
I thought I’d keep it as a pet<br><br>
And let it sleep with me.<br><br>
I made it some pajamas<br><br>
And a pillow for its head.<br><br>
Then last night it ran away,<br><br>
But first—it wet the bed.<br><br>",I made myself a snowball,And got my pajamas soaking wet,I didn't sleep a wink at all,until dry pajamas I did get,going into my room to see a picture of a jet,why do i get upset,i should grab my pajamas,and just jet
,SNOWBALL (Falling Up),"I made myself a snowball<br><br>
As perfect as could be.<br><br>
I thought I’d keep it as a pet<br><br>
And let it sleep with me.<br><br>
I made it some pajamas<br><br>
And a pillow for its head.<br><br>
Then last night it ran away,<br><br>
But first—it wet the bed.<br><br>",I made myself a snowball,And got my pajamas soaking wet,I didn't sleep a wink at all,until dry pajamas I did get,I went to sleep at last,In my pajamas warm and red,I dreamt of a snowball melting fast,And woke to find I'd wet the bed!
,SNOWBALL (Falling Up),"I made myself a snowball<br><br>
As perfect as could be.<br><br>
I thought I’d keep it as a pet<br><br>
And let it sleep with me.<br><br>
I made it some pajamas<br><br>
And a pillow for its head.<br><br>
Then last night it ran away,<br><br>
But first—it wet the bed.<br><br>",I made myself a snowball,And got my pajamas soaking wet,I didn't sleep a wink at all,until dry pajamas I did get,now my pajamas are so dry,and I don't know what to do,I'm staring at a fly,and I've got to take a poo
,SNOWBALL (Falling Up),"I made myself a snowball<br><br>
As perfect as could be.<br><br>
I thought I’d keep it as a pet<br><br>
And let it sleep with me.<br><br>
I made it some pajamas<br><br>
And a pillow for its head.<br><br>
Then last night it ran away,<br><br>
But first—it wet the bed.<br><br>",I made myself a snowball,As perfect as can be.,"I thought I'd keep it as a pet,",And let it sleep with me.,I made it some pajamas,And a pillow for its head.,"Then last night it ran away,",But first it wet the bed.
,SNOWBALL (Falling Up),"I made myself a snowball<br><br>
As perfect as could be.<br><br>
I thought I’d keep it as a pet<br><br>
And let it sleep with me.<br><br>
I made it some pajamas<br><br>
And a pillow for its head.<br><br>
Then last night it ran away,<br><br>
But first—it wet the bed.<br><br>",I made myself a snowball,As perfect as can be.,"I thought I'd keep it as a pet,",And let it sleep with me.,I gave it all my pillows,I tucked it into bed,I shut off all the lights,But the ball stayed up instead
,SNOWBALL (Falling Up),"I made myself a snowball<br><br>
As perfect as could be.<br><br>
I thought I’d keep it as a pet<br><br>
And let it sleep with me.<br><br>
I made it some pajamas<br><br>
And a pillow for its head.<br><br>
Then last night it ran away,<br><br>
But first—it wet the bed.<br><br>",I made myself a snowball,As perfect as can be.,"I thought I'd keep it as a pet,",And let it sleep with me.,i feel like i can fly somedays,but never get the courage,ill try it out tomorrow,if when i feel percosious
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,",A pair of beautiful blues.,But had a few hard knocks,Because I forgot my shoes!,"I went back and put on my shoes,",As soon as I could spy them.,But I soon tripped over my feet,'Cuz I forgot to tie them.
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,",A pair of beautiful blues.,But had a few hard knocks,Because I forgot my shoes!,Now that I don't have any shoes,Should I go everywhere barefoot like a homeless,I wish I had a chance to choose,Socks with shoes and a cute dress
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,",A pair of beautiful blues.,But had a few hard knocks,Because I forgot my shoes!,the water seeped into my socks,it flowed in right on cue,i wish i had some locks,if only i had my shoes
,SOMETHING MISSING (A Light in the Attic),"I remember I put on my socks,<br><br>
I remember I put on my shoes.<br><br>
I remember I put on my tie<br><br>
That was printed<br><br>
In beautiful purples and blues.<br><br>
I remember I put on my coat,<br><br>
To look perfectly grand at the dance,<br><br>
Yet I feel there is something<br><br>
I may have forgot—<br><br>
What is it? What is it?...<br><br>","I remember I put on my socks,",before I put on my shoes,I can't believe I almost forgot,something like this could feel so beautiful,the cloth on my toes felt truly unbelieveable,i must be sure too keep them very safe,because if i lost my socks i would be absolutely miserable,i would probably cry for a whole month straight!
