HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.title,Input.keyword1,Input.keyword2,Input.keyword3,Input.mood,Input.first_line,Input.line1,Input.line2,Input.line3,Answer.line1,Answer.line2,Answer.line3,Answer.line4,Approve,Reject
3UAU495MII1E91YVXSTOPV98TNWOUQ,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:57 PDT 2019,,,3V5Q80FXIY0IQKU1LD4SJTCSKOX23W,A3BA4O6P1PW2J3,Submitted,Sun May 05 11:31:02 PDT 2019,Sun May 05 11:38:46 PDT 2019,Sun May 12 11:38:46 PDT 2019,,,,464,0% (0/0),0% (0/0),0% (0/0),THE WORST (Where the Sidewalk Ends),ferocious,beast,scariness,Funny,"When singing songs of scariness,",With ferocious words awhirl.,"Beast and the goblin scariness,",Around us all will twirl.,Her ferocious wit is perilous,and brute force of tongue a beast,"but most treacherous,-- her scariness","unclothed, to say the least.",,
3EKZL9T8Y8V8VQV87ODYBGQ1A1BHCL,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,34PGFRQONPKFNEUX2ILMN796KS7JW0,AE10U93NBSNA1,Submitted,Sun May 05 10:32:39 PDT 2019,Sun May 05 10:35:17 PDT 2019,Sun May 12 10:35:17 PDT 2019,,,,158,0% (0/0),0% (0/0),0% (0/0),CRYSTAL BALL (Falling Up),crystal,past,lunch,Funny,Come see your life in my crystal glass—,There's something here I can't get past,Your picnic lunch on the grass,Was so amazingly vast.,I think this lunch will satisfy,Far past your urge to eat,My crystal shows you clearly why,You can not see your feet,,
3EKZL9T8Y8V8VQV87ODYBGQ1A1BHCL,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3EFVCAY5L4I4XDYF4F5G9R6K2NPJ8A,A3J3IXX1UONTRO,Submitted,Sun May 05 21:02:58 PDT 2019,Sun May 05 21:08:36 PDT 2019,Sun May 12 21:08:36 PDT 2019,,,,338,0% (0/0),0% (0/0),0% (0/0),CRYSTAL BALL (Falling Up),crystal,past,lunch,Funny,Come see your life in my crystal glass—,There's something here I can't get past,Your picnic lunch on the grass,Was so amazingly vast.,How could you drink all the punch,In my gigantic crystal glass?,It made it a vast and massive lunch.,Past indiscretions have increased your mass.,,
3EKZL9T8Y8V8VQV87ODYBGQ1A1BHCL,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3SKRO2GZ720HXXKCNFWDVWJP35P1KB,A1D9FFB8KKTTCO,Submitted,Sun May 05 15:16:27 PDT 2019,Sun May 05 15:25:07 PDT 2019,Sun May 12 15:25:07 PDT 2019,,,,520,0% (0/0),0% (0/0),0% (0/0),CRYSTAL BALL (Falling Up),crystal,past,lunch,Funny,Come see your life in my crystal glass—,There's something here I can't get past,Your picnic lunch on the grass,Was so amazingly vast.,I see the past,In my crystal glass,But at last,Your life is summed up by a lunch in the grass.,,
35U0MRQMUJGEMGNV2I3TLHBR7U5OVF,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:57 PDT 2019,,,3300DTYQT3Q2S1CJC8BPY2ESRPYEQM,A1IXZN8WB5KKJ5,Submitted,Mon May 06 10:05:22 PDT 2019,Mon May 06 10:09:45 PDT 2019,Mon May 13 10:09:45 PDT 2019,,,,263,0% (0/0),0% (0/0),0% (0/0),CRYSTAL BALL (Falling Up),crystal,past,lunch,Funny,Come see your life in my crystal glass—,Come to have lunch and where your dress .,Dreams your life in the crystal glass.,Past your dreams where you have lunch .,Today the crystal water glistens,The shells on the sand reveal the past,After lunch we'll stop to listen,To the history they tell of worlds that last,,
3E24UO25QZZT7Q8U1AVL9PVSQ1E6O6,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:57 PDT 2019,,,3ERMJ6L4DZ1QY7ZHX7Q2BJ26VWN7MM,A217814N1A8D08,Submitted,Sun May 05 15:57:37 PDT 2019,Sun May 05 15:59:11 PDT 2019,Sun May 12 15:59:11 PDT 2019,,,,94,0% (0/0),0% (0/0),0% (0/0),CRYSTAL BALL (Falling Up),crystal,past,lunch,Funny,Come see your life in my crystal glass—,Look deep within and see the past.,and then it hits you like a  punch.,Oh my lord I forgot my lunch.,It seems i have lost touch,With the visions in my mind,"Another life, I wish so much",To escape from here and find.,,
3W5PY7V3UPGHPZR3RGY8KKYZQHXJY0,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:58 PDT 2019,,,39N5ACM9HFW0XTKN4KGE6JN7VSD9PP,A3J3IXX1UONTRO,Submitted,Sun May 05 21:01:45 PDT 2019,Sun May 05 21:02:16 PDT 2019,Sun May 12 21:02:16 PDT 2019,,,,31,0% (0/0),0% (0/0),0% (0/0),HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),drop,dishes,chore,Funny,If you have to dry the dishes,do not groan at this chore,but while you dry the dishes,be sure they don't fall to the floor,But if a dish you happen to drop,"Upon the nice, clean floor",Know that you are just a flop,At doing this irksome chore.,,
3W5PY7V3UPGHPZR3RGY8KKYZQHXJY0,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:58 PDT 2019,,,3H7Z272LX8GVYVLWTHJ4BSE2VL8LPA,A1XYNBFDV59GU2,Submitted,Sun May 05 17:07:07 PDT 2019,Sun May 05 17:11:50 PDT 2019,Sun May 12 17:11:50 PDT 2019,,,,283,0% (0/0),0% (0/0),0% (0/0),HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),drop,dishes,chore,Funny,If you have to dry the dishes,do not groan at this chore,but while you dry the dishes,be sure they don't fall to the floor,and hit the door,so don't frown,just get down becauseyhe dishes,can't come down,,
3EQPA8A3745HUP18N20RYR71WB1JZR,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:58 PDT 2019,,,3NAPMVF0ZXO0R3VONP7IWAO8PRF27Z,A2MWBFGSAZMBUR,Submitted,Sun May 05 17:45:39 PDT 2019,Sun May 05 17:54:48 PDT 2019,Sun May 12 17:54:48 PDT 2019,,,,549,0% (0/0),0% (0/0),0% (0/0),HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),drop,dishes,chore,Funny,If you have to dry the dishes,Please don't think it is a chore,If you were swimming with the fishes,You would despise it even more.,Dirty dishes make sick,Some liquid soap does the chore,Removing grime is the trick,I'm not longer sick anymore.,,
3EQPA8A3745HUP18N20RYR71WB1JZR,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:58 PDT 2019,,,3QBD8R3Z22SHFN2A8P780B71ZVM4OQ,A1SQ62FCV65AA6,Submitted,Sun May 05 22:17:50 PDT 2019,Sun May 05 22:27:26 PDT 2019,Sun May 12 22:27:26 PDT 2019,,,,576,0% (0/0),0% (0/0),0% (0/0),HOW NOT TO HAVE TO DRY THE DISHES (Falling Up),drop,dishes,chore,Funny,If you have to dry the dishes,Please don't think it is a chore,If you were swimming with the fishes,You would despise it even more.,If you happen to have one of your dishes drop,Be careful picking up the pieces,You can clean it up with your mop,But be careful around your nieces,,
335HHSX8CDEI0I1M7K89VM8JV1NHDL,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,351SEKWQS1Q6FG0ROKTOBBC2HCZDM4,A1Q3RNNTP39C5G,Submitted,Mon May 06 09:55:42 PDT 2019,Mon May 06 09:59:32 PDT 2019,Mon May 13 09:59:32 PDT 2019,,,,230,0% (0/0),0% (0/0),0% (0/0),WARNING (Where the Sidewalk Ends),sharp-toothed,bite,nail,Neutral,Inside everybody’s nose,A sharp-toothed beast resides.,His nail can scratch his toes,His bite can raise the tides.,A nail through the nose is concerning,a sharp toothed boy bites hard into grass,however it seems the boy is learning,to sleep and dream helped by hash,,
335HHSX8CDEI0I1M7K89VM8JV1NHDL,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3AAPLD8UCDQR4RVDJDDQOAMS3C5THB,ALLN20ASA5SF2,Submitted,Mon May 06 08:13:50 PDT 2019,Mon May 06 08:16:44 PDT 2019,Mon May 13 08:16:44 PDT 2019,,,,174,0% (0/0),0% (0/0),0% (0/0),WARNING (Where the Sidewalk Ends),sharp-toothed,bite,nail,Neutral,Inside everybody’s nose,A sharp-toothed beast resides.,His nail can scratch his toes,His bite can raise the tides.,He moves his sharp-toothed jaw,Always ready to bite,Inside his giant maw,You will never see a light,,
335HHSX8CDEI0I1M7K89VM8JV1NHDL,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3HVVDCPGTF1DQML2TDHEAAHVT96YT5,A2J82R3EM123YR,Submitted,Mon May 06 13:56:07 PDT 2019,Mon May 06 13:58:42 PDT 2019,Mon May 13 13:58:42 PDT 2019,,,,155,0% (0/0),0% (0/0),0% (0/0),WARNING (Where the Sidewalk Ends),sharp-toothed,bite,nail,Neutral,Inside everybody’s nose,A sharp-toothed beast resides.,His nail can scratch his toes,His bite can raise the tides.,This sharp-tooth beast is blue,his red nail tears his clothes,one bite he takes from you,before he leaves your nose.,,
3FULMHZ7OU6RS0J456NTKNM9ZATM4M,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,33OOO72IVIU0NJKXXLZPDJPCQI1TCZ,A12Z66DKN7YN2Q,Submitted,Mon May 06 01:09:50 PDT 2019,Mon May 06 01:13:10 PDT 2019,Mon May 13 01:13:10 PDT 2019,,,,200,0% (0/0),0% (0/0),0% (0/0),WARNING (Where the Sidewalk Ends),sharp-toothed,bite,nail,Neutral,Inside everybody’s nose,sharp-toothed hairs that bite,As winter air travels and strikes a pose,Like a nail holding together a kite,We stood by a pond that winter day,"And the sun was white, as though chidden of God,",And a few leaves lay on the starving sod;,"They had fallen from an ash, and were gray.",,
3FULMHZ7OU6RS0J456NTKNM9ZATM4M,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3V0Z7YWSIZ922TWK5NAY2O4BB9Q2VV,A2V0I4AMSXY48K,Submitted,Sun May 05 18:41:38 PDT 2019,Sun May 05 18:45:15 PDT 2019,Sun May 12 18:45:15 PDT 2019,,,,217,0% (0/0),0% (0/0),0% (0/0),WARNING (Where the Sidewalk Ends),sharp-toothed,bite,nail,Neutral,Inside everybody’s nose,sharp-toothed hairs that bite,As winter air travels and strikes a pose,Like a nail holding together a kite,inside everybody's nose,shape and size are big,they all have hose,and all have a gig,,
3FULMHZ7OU6RS0J456NTKNM9ZATM4M,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3VBEN272ML8CPVNNA7QIT5E5MNBSG7,A2RFVJ5JHRU4Y8,Submitted,Sun May 05 13:29:35 PDT 2019,Sun May 05 13:32:11 PDT 2019,Sun May 12 13:32:11 PDT 2019,,,,156,0% (0/0),0% (0/0),0% (0/0),WARNING (Where the Sidewalk Ends),sharp-toothed,bite,nail,Neutral,Inside everybody’s nose,sharp-toothed hairs that bite,As winter air travels and strikes a pose,Like a nail holding together a kite,Sunshine strikes the snow,Cold air blows through trees,White hills in sunlight glow,Cold air misses the bees,,
3P0I4CQYVYGR15N0SS8P7JU5E37OWP,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,37UQDCYH6Y49OUTQBZRTYFLJMVV7VB,A1DICLA18SKT1L,Submitted,Mon May 06 12:13:36 PDT 2019,Mon May 06 12:18:48 PDT 2019,Mon May 13 12:18:48 PDT 2019,,,,312,0% (0/0),0% (0/0),0% (0/0),WARNING (Where the Sidewalk Ends),sharp-toothed,bite,nail,Neutral,Inside everybody’s nose,And underneath their nail,are the same molecules of a sharp toothed shark,who's bite will make you wail,Oh Sharp toothed vampire,"dont bite me neck,",unless you want a coffin,and a nail through the deck.,,
3P0I4CQYVYGR15N0SS8P7JU5E37OWP,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3R8YZBNQ9IRHJMX9P0XJSSMB5XVQ73,AJE37MTV4V9PM,Submitted,Sun May 05 18:19:14 PDT 2019,Sun May 05 18:23:54 PDT 2019,Sun May 12 18:23:54 PDT 2019,,,,280,0% (0/0),0% (0/0),0% (0/0),WARNING (Where the Sidewalk Ends),sharp-toothed,bite,nail,Neutral,Inside everybody’s nose,And underneath their nail,are the same molecules of a sharp toothed shark,who's bite will make you wail,I've trimmed my nails,and looked in the mirror,a sharp-toothed grin never fails:,i see it all the clearer,,
3P0I4CQYVYGR15N0SS8P7JU5E37OWP,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3WLEIWSYHPQXKS100YTUNND23YJH2W,A1A8TN89Y1EIZU,Submitted,Mon May 06 07:15:37 PDT 2019,Mon May 06 07:22:58 PDT 2019,Mon May 13 07:22:58 PDT 2019,,,,441,0% (0/0),0% (0/0),0% (0/0),WARNING (Where the Sidewalk Ends),sharp-toothed,bite,nail,Neutral,Inside everybody’s nose,And underneath their nail,are the same molecules of a sharp toothed shark,who's bite will make you wail,let not the shark bite,for her grip is more comforting,than what you think is right,"but whatever you do, no ring",,
368IUKXGA5HBSQKVGA80YP0I06A6PN,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3F0BG9B9MQWQSOOVGAED5EPD4BXY79,A2KNRHA1WO8H4V,Submitted,Mon May 06 08:51:58 PDT 2019,Mon May 06 08:53:53 PDT 2019,Mon May 13 08:53:53 PDT 2019,,,,115,0% (0/0),0% (0/0),0% (0/0),CAPTAIN HOOK (Where the Sidewalk Ends),hook,captain,careful,Funny,Captain Hook must remember,Not to scratch his toes.,Captain Hook must watch out,And never pick his nose.,I took a hook,of captain morgan,careful poured just enough,of the rough ole stuff,,
368IUKXGA5HBSQKVGA80YP0I06A6PN,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3WSELTNVR4BCU4NZD73Y7OZOQH1AT3,A3RNDERT7VQVS2,Submitted,Mon May 06 10:13:33 PDT 2019,Mon May 06 10:15:13 PDT 2019,Mon May 13 10:15:13 PDT 2019,,,,100,0% (0/0),0% (0/0),0% (0/0),CAPTAIN HOOK (Where the Sidewalk Ends),hook,captain,careful,Funny,Captain Hook must remember,Not to scratch his toes.,Captain Hook must watch out,And never pick his nose.,He picked his nose anyway,he wasn't careful and scratched his toes,Captain hook hid from the light of day,Because he now had a hook as a nose,,
368IUKXGA5HBSQKVGA80YP0I06A6PN,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3Z3ZLGNNSJ3ZI3WMNOUTFBAV0Z03QA,A1S25NBTJQC64E,Submitted,Mon May 06 05:25:00 PDT 2019,Mon May 06 05:26:05 PDT 2019,Mon May 13 05:26:05 PDT 2019,,,,65,0% (0/0),0% (0/0),0% (0/0),CAPTAIN HOOK (Where the Sidewalk Ends),hook,captain,careful,Funny,Captain Hook must remember,Not to scratch his toes.,Captain Hook must watch out,And never pick his nose.,Captain Hook must remember,Not to rub his eyes,Captain Cook must watch out,And never zip up his flies,,
3A520CCNWN98I178X991KI30IIYEA0,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,369J354OFEJ72XPQ3UNFS0ID4Z0G6X,A3O8V5Q7S1WDYR,Submitted,Sun May 05 17:50:57 PDT 2019,Sun May 05 17:54:22 PDT 2019,Sun May 12 17:54:22 PDT 2019,,,,205,0% (0/0),0% (0/0),0% (0/0),CAPTAIN HOOK (Where the Sidewalk Ends),hook,captain,careful,Funny,Captain Hook must remember,Careful read the funny words .,People around  him they looking,Funny words Captain Hook writing .,captain hook is not so scary,but careful you must be,captain hook is awful hairy,hairy as a bee,,
3A520CCNWN98I178X991KI30IIYEA0,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,37M28K1J0RMIG1RU1DPU5ICFSAWJAJ,A20X4VRGFWV9SE,Submitted,Sun May 05 15:30:54 PDT 2019,Sun May 05 15:37:15 PDT 2019,Sun May 12 15:37:15 PDT 2019,,,,381,0% (0/0),0% (0/0),0% (0/0),CAPTAIN HOOK (Where the Sidewalk Ends),hook,captain,careful,Funny,Captain Hook must remember,Careful read the funny words .,People around  him they looking,Funny words Captain Hook writing .,When the sailors saw,They couldn't keep their laughter in check,The punishment for each guffaw,Was swabbing the poop deck,,
3A520CCNWN98I178X991KI30IIYEA0,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,37W3JXSD67H5I3PWOIMPXUOUXX9YW4,ARR2DFJ5ARX3I,Submitted,Sun May 05 15:54:16 PDT 2019,Sun May 05 15:55:56 PDT 2019,Sun May 12 15:55:56 PDT 2019,,,,100,0% (0/0),0% (0/0),0% (0/0),CAPTAIN HOOK (Where the Sidewalk Ends),hook,captain,careful,Funny,Captain Hook must remember,Careful read the funny words .,People around  him they looking,Funny words Captain Hook writing .,the captain has a hook,careful he was not,forgot the safety book,and this is what he got,,
3CMIQF80GNZWS2LAGNNPYUQS52W6QE,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,34V1S5K3GTASNN2IPOH50JWQ0RU69V,A3TYZG608WQ96T,Submitted,Mon May 06 08:56:19 PDT 2019,Mon May 06 09:06:04 PDT 2019,Mon May 13 09:06:04 PDT 2019,,,,585,0% (0/0),0% (0/0),0% (0/0),MY ZOOOTCH (Every Thing On It),nightmares,never,have,Funny,"I never have nightmares,",I always have day dreams,The problem that always scares,Is that I don't know what that means!,I guess i should never sleep in the day,i should only sleep at night,that should keep the nightmares at bay,because i don't want them right?,,
3CMIQF80GNZWS2LAGNNPYUQS52W6QE,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3LOZAJ85YEMU6I1F52BGQ91WRMBX2A,A13E1UR95JF5S7,Submitted,Sun May 05 23:03:28 PDT 2019,Sun May 05 23:13:07 PDT 2019,Sun May 12 23:13:07 PDT 2019,,,,579,0% (0/0),0% (0/0),0% (0/0),MY ZOOOTCH (Every Thing On It),nightmares,never,have,Funny,"I never have nightmares,",I always have day dreams,The problem that always scares,Is that I don't know what that means!,"So if you please, be aware",Even if you hear screams,I'm sleeping without cares,"Well, that's how it seems",,
3CMIQF80GNZWS2LAGNNPYUQS52W6QE,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Sat May 11 21:04:42 PDT 2019,,,3X87C8JFV7K32KH1D3VUNJI7TIWQST,A2IMGOMY783QJ5,Submitted,Mon May 06 15:26:32 PDT 2019,Mon May 06 15:31:10 PDT 2019,Mon May 13 15:31:10 PDT 2019,,,,278,0% (0/0),0% (0/0),0% (0/0),MY ZOOOTCH (Every Thing On It),nightmares,never,have,Funny,"I never have nightmares,",I always have day dreams,The problem that always scares,Is that I don't know what that means!,A cow became an astronaut,The mouse defeated the cat,If all of this is fake or not,"I stare off,  in my chair, I just sat",,
3QMELQS6Y5KW430AT2CP3K0X1OY6RF,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:58 PDT 2019,,,384PI804XTAFERC2W51F8DRPFCV0SX,A3TYZG608WQ96T,Submitted,Mon May 06 08:47:33 PDT 2019,Mon May 06 08:56:19 PDT 2019,Mon May 13 08:56:19 PDT 2019,,,,526,0% (0/0),0% (0/0),0% (0/0),MY ZOOOTCH (Every Thing On It),nightmares,never,have,Funny,"I never have nightmares,",Though I dream every night.,The monsters visit me and no one cares,I am the one to give them a fright.,If i never have another dream again,well thats just fine with me,my nightmares become almost a sin,they make me laugh you see,,
3QMELQS6Y5KW430AT2CP3K0X1OY6RF,3H63IRCKX3PDP4MCU4U487QWHDZE8T,Writing Poetry!,The first stanza of a poem is written; write a second stanza to finish the poem.,"poetry, writing, rhyming",$0.01 ,Sat May 04 21:04:42 PDT 2019,3,BatchId:3631177;OriginalHitTemplateId:928390828;,3600,604800,Mon May 06 17:25:58 PDT 2019,,,3K9FOBBF2ISVVA9JD26C7397V57NLE,AE10U93NBSNA1,Submitted,Sun May 05 10:26:54 PDT 2019,Sun May 05 10:32:34 PDT 2019,Sun May 12 10:32:34 PDT 2019,,,,340,0% (0/0),0% (0/0),0% (0/0),MY ZOOOTCH (Every Thing On It),nightmares,never,have,Funny,"I never have nightmares,",Though I dream every night.,The monsters visit me and no one cares,I am the one to give them a fright.,The monsters have nightmares,They all dream of me,Not one gets spared,I smile with glee,,
